scientific_name	taxonid	kingdom	phylum	class	order	family	genus	main_common_name	authority	published_year	category	criteria	marine_system	freshwater_system	terrestrial_system	aoo_km2	eoo_km2	elevation_upper	elevation_lower	depth_upper	depth_lower	assessor	reviewer	errata_flag	errata_reason	amended_flag	amended_reason
Asellia italosomalica	80221456	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Asellia	Somalian Trident Bat	De Beaux, 1931	2017	DD		False	False	True							Benda, P.	Monadjem, A.				
Asellia patrizii	2153	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Asellia	Patrizi's Trident Leaf-nosed Bat	De Beaux, 1931	2017	LC		False	False	True		299886		0			Monadjem, A., Bergmans, W., Mickleburgh, S. & Hutson, A.M.	Piraccini, R.				
Asellia tridens	80221529	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Asellia	Geoffroy's Trident Leaf-nosed Bat	 (É. Geoffroy, 1813)	2017	LC		False	False	True		24073794		0			Monadjem, A., Bergmans, W., Mickleburgh, S., Kock, D., Amr, Z.S.S. & Hutson, A.M.	Piraccini, R.				
Aselliscus stoliczkanus	2155	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Aselliscus	Stoliczka's Asian Trident Bat	(Dobson, 1871)	2008	LC		False	False	True							Bates, P., Bumrungsri, S., Francis, C., Csorba, G. & Furey, N.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Aselliscus tricuspidatus	2156	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Aselliscus	Trident Leaf-nosed Bat	(Temminck, 1835)	2008	LC		False	False	True			600	0			Bonaccorso, F., Leary, T. & Hamilton, S.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Austronomus australis	21313	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Austronomus	White-striped Free-tailed Bat	Gray, 1838	2008	LC		False	False	True							McKenzie, N., Pennay, M. & Richards, G.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Austronomus kuboriensis	136201	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Austronomus	New Guinea Free-tailed Bat	(McKean &amp; Calaby, 1968)	2008	LC		False	False	True			2800	1900			Bonaccorso, F. & Reardon, T.	Lamoreux, J. (Global Mammal Assessment Team), Racey, P.A., Medellín, R. & Hutson, A.M. (Chiroptera Red List Authority)				
Balantiopteryx infusca	2531	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Balantiopteryx	Ecuadorian Sac-winged Bat	(Thomas, 1897)	2015	VU	B1ab(iii,v)	False	False	True		18551	1200	150			Tirira, D.	Solari, S.	True	Added missing Bibliography references for Álvarez (2002, 2003) which were cited in the text.		
Balantiopteryx io	2532	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Balantiopteryx	Thomas's Sac-winged Bat	Thomas, 1904	2015	VU	A2c	False	False	True			500	0			Lim, B.	Solari, S.				
Balantiopteryx plicata	2533	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Balantiopteryx	Gray Sac-winged Bat	Peters, 1867	2016	LC		False	False	True			1500	0			Lim, B., Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.	Solari, S.				
Balionycteris maculata	2538	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Balionycteris	Spotted-winged Fruit Bat	(Thomas, 1893)	2008	LC		False	False	True			1500	0			Bates, P., Bumrungsri, S., Suyanto, A., Francis, C. & Kingston, T.	Hutson, A.M., Racey, P.A. (Chiroptera Red List Authority), Chanson, J. & Chiozza, F. (Global Mammal Assessment Team)				
Barbastella barbastellus	2553	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Barbastella	Western Barbastelle	(Schreber, 1774)	2016	NT		False	False	True		12455378	2260	0			Piraccini, R.	Racey, P.A.				
Barbastella leucomelas	85181182	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Barbastella	Eastern Barbastelle	(Cretzschmar, 1826)	2017	LC		False	False	True		24710500	2500	0			Monadjem, A., Tsytsulina, K., Hutson, A.M., Benda, P., Aulagnier, S. & Sharifi, M.	Piraccini, R.				
Bauerus dubiaquercus	1789	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Bauerus	Van Gelder's Bat	(Van Gelder, 1959)	2008	NT		False	False	True			2300				Miller, B. & Medina, A.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Brachyphylla cavernarum	2982	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Brachyphylla	Antillean Fruit-eating Bat	Gray, 1834	2008	LC		False	False	True							Rodriguez, A. & Dávalos, L.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Brachyphylla nana	2983	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Brachyphylla	Cuban Fruit-eating Bat	Miller, 1902	2008	LC		False	False	True							Dávalos, L. & Mancina, C.	Medellín, R. (Chiroptera Red List Authority) & Schipper, J. (Global Mammal Assessment Team)				
Cardioderma cor	3859	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MEGADERMATIDAE	Cardioderma	Heart-nosed Bat	(Peters, 1872)	2017	LC		False	False	True		3408317	940	0			Monadjem, A., Bergmans, W., Mickleburgh, S. & Hutson, A.M.	Piraccini, R.				
Carollia brevicauda	3903	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Carollia	Silky Short-tailed Bat	(Schinz, 1821)	2016	LC		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Carollia castanea	88110411	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Carollia	Chestnut Short-tailed Bat	H. Allen, 1890	2016	LC		False	False	True			1100	50			Solari, S.	Battistoni, A.				
Carollia manu	136782	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Carollia	Manu Short-tailed Bat	Pacheco, Solari &amp; Velazco, 2004	2015	LC		False	False	True			2250	1300			Velazco, P. & Aguirre, L.	Solari, S.				
Carollia perspicillata	3905	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Carollia	Seba's Short-tailed Bat	(Linnaeus, 1758)	2015	LC		False	False	True							Barquez, R., Perez, S., Miller, B. & Diaz, M.	Solari, S.				
Carollia sowelli	136268	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Carollia	Sowell’s Short-tailed Bat	Baker, Solari &amp; Hoffmann, 2002	2015	LC		False	False	True							Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.	Solari, S.				
Carollia subrufa	3906	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Carollia	Gray Short-tailed Bat	(Hahn, 1905)	2015	LC		False	False	True			1200				Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.	Solari, S.				
Casinycteris argynnis	3999	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Casinycteris	Short-palated Fruit Bat	Thomas, 1910	2016	LC		False	False	True							Webala, P., Kityo, R. & Betty, N.	Mildenstein, T.				
Casinycteris campomaanensis	84455300	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Casinycteris	Campo-Ma’an fruit bat 	Hassanin, 2014	2017	DD		False	False	True				0			Hassanin, A.	Piraccini, R.				
Centronycteris centralis	136350	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Centronycteris	Thomas's Shaggy Bat	Thomas, 1912	2015	LC		False	False	True			500	0			Arroyo-Cabrales, J., Miller, B., Reid, F., Cuarón, A.D. & de Grammont, P.C.	Solari, S.				
Centronycteris maximiliani	4112	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Centronycteris	Shaggy Bat	(Fischer, 1829)	2016	LC		False	False	True							Sampaio, E., Lim, B. & Peters, S.	Solari, S.				
Centurio senex	4133	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Centurio	Wrinkle-faced Bat	Gray, 1842	2016	LC		False	False	True			1400				Miller, B., Reid, F., Arroyo-Cabrales, J., Cuarón, A.D. & de Grammont, P.C.	Solari, S.				
Chaerephon aloysiisabaudiae	4305	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Duke of Abruzzi's Wrinkle-lipped Bat	(Festa, 1907)	2017	LC		False	False	True		2574212		0			Monadjem, A., Fahr, J., Hutson, A.M., Mickleburgh, S. & Bergmans, W.	Piraccini, R.				
Chaerephon ansorgei	4306	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Ansorge's Wrinkle-lipped Bat	(Thomas, 1913)	2017	LC		False	False	True		11588528	2000	400			Monadjem, A., Cotterill, F., Hutson, A.M., Mickleburgh, S. & Bergmans, W.	Piraccini, R.				
Chaerephon atsinanana	67360705	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Madagascar free-tailed bat	Goodman, Buccas, Naidoo, Ratrimomanarivo, Taylor &amp; Lamb, 2010	2017	LC		False	False	True			1000	0			Goodman, S.	Monadjem, A.				
Chaerephon bemmeleni	4307	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Gland-tailed Wrinkle-lipped Bat	(Jentink, 1879)	2017	LC		False	False	True		4360400	1700				Monadjem, A., Fahr, J., Bergmans, W., Mickleburgh, S., Hutson, A.M. & Cotterill, F.	Piraccini, R.				
Chaerephon bivittatus	4308	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Spotted Wrinkle-lipped Bat	(Heuglin, 1861)	2017	LC		False	False	True		3696055		0			Monadjem, A., Cotterill, F., Hutson, A.M., Mickleburgh, S. & Bergmans, W.	Piraccini, R.				
Chaerephon bregullae	4309	ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Fijian Free-tailed Bat	(Felten, 1964)	2014	EN	B1ab(iii)	False	False	True							Palmeirim, J.	Lamoreux, J., Racey, P.A., Medellín, R. & Hutson, A.M.				
